openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status
A5101478156,Hyoseon Kim,1,1,P0007,Kyung Hee University; Kyung Hee University Medical Center,KR,yes,1,Reduced Proliferation and Cell Death of Acute Myeloid Leukemia Cell Lines after Acalabrutinib Treatment,needs_review
A5090254873,Kwang Pyo Kim,1,1,P0007,Kyung Hee University; Kyung Hee University Medical Center,KR,yes,1,Reduced Proliferation and Cell Death of Acute Myeloid Leukemia Cell Lines after Acalabrutinib Treatment,needs_review
A5112369651,So Hyeon Park,1,1,P0007,Seoul National University,KR,yes,1,Mxene-Based High Performance Microfluidic Ph Sensors for Electronic Tongue,needs_review
A5111134069,Guseon Kang,1,1,P0007,Korea Advanced Institute of Science and Technology,KR,yes,1,Coherent Optical-to-Terahertz Down-Conversion via Photomixing of Comb-Rooted Optical Frequencies,needs_review
A5040151286,Youngbeom Kim,1,1,P0007,Pusan National University; Pusan National University Yangsan Hospital,KR,yes,1,52652 Efficacy and safety of upadacitinib in prurigo nodularis,needs_review
A5010471382,Jun‐Oh Shin,1,1,P0007,Pusan National University Yangsan Hospital,KR,yes,1,52652 Efficacy and safety of upadacitinib in prurigo nodularis,needs_review
A5014279618,Yeona Kim,1,1,P0007,Pusan National University; Pusan National University Yangsan Hospital,KR,yes,1,52652 Efficacy and safety of upadacitinib in prurigo nodularis,needs_review
A5101771906,Moon-Bum Kim,1,1,P0007,Pusan National University Hospital,KR,yes,1,52652 Efficacy and safety of upadacitinib in prurigo nodularis,needs_review
A5100412367,Taeyeong Kim,1,1,P0007,Pusan National University Yangsan Hospital,KR,yes,1,53364 Omalizumab for the treatment of chronic urticaria: A real-world experience of 421 Korean patients,needs_review
A5100776321,Jungsoo Lee,1,1,P0007,Pusan National University Yangsan Hospital,KR,yes,1,53364 Omalizumab for the treatment of chronic urticaria: A real-world experience of 421 Korean patients,needs_review
A5107468633,Hoon-soo Kim,1,1,P0007,Pusan National University Hospital,KR,yes,1,53364 Omalizumab for the treatment of chronic urticaria: A real-world experience of 421 Korean patients,needs_review
A5036082676,Moon-Bum Kim,1,1,P0007,Pusan National University Hospital,KR,yes,1,53364 Omalizumab for the treatment of chronic urticaria: A real-world experience of 421 Korean patients,needs_review
A5101614707,Yonggu Lee,1,1,P0007,Hanyang University,KR,yes,1,Association between the cumulative excessive systolic blood pressure and left ventricular mass index,needs_review
A5100355162,Han Jo Kim,1,1,P0007,Hanyang University,KR,yes,1,Association between the cumulative excessive systolic blood pressure and left ventricular mass index,needs_review
A5101737875,Jin-Ho Shin,1,1,P0007,Hanyang University,KR,yes,1,Association between the cumulative excessive systolic blood pressure and left ventricular mass index,needs_review
A5005687246,H C Park,1,1,P0007,Hanyang University,KR,yes,1,Association between the cumulative excessive systolic blood pressure and left ventricular mass index,needs_review
A5078870304,Jeong Won Shin,1,1,P0007,Hanyang University,KR,yes,1,Association between the cumulative excessive systolic blood pressure and left ventricular mass index,needs_review
A5100779133,Junyoung Lee,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5066535635,Minkyu Jeong,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5100693838,Sejun Park,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5089723348,Joonam Kim,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5103745978,Jaeyoung Shin,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5101333831,Jongyoon Choi,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5021844861,Jihoon Choi,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5046470354,Yujeong Seo,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5045853147,Dongsik Lee,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5100662522,Joon Kim,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5062800064,Suk‐Kang Sung,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5063627341,Byoungil Lee,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5113522124,Sung‐Hoi Hur,1,1,P0007,Samsung (South Korea),KR,yes,1,Development of Innovative Self-Aligned SSL Mold (SASM) Scheme with Remarkable Reduction of Chip Size,needs_review
A5023642930,Sharon Mugobera,1,1,P0007,Hanbat National University,KR,yes,1,"“Multifunctional Electrolyte Additive Bis(pentafluorocyclotriphosphazene)propanediol, for Next-Gen Lithium-Ion Batteries”",needs_review
A5100342765,Min‐Ho Lee,1,1,P0007,Chungnam National University,KR,yes,1,"“Multifunctional Electrolyte Additive Bis(pentafluorocyclotriphosphazene)propanediol, for Next-Gen Lithium-Ion Batteries”",needs_review
A5024780806,Orynbassar Mukhan,1,1,P0007,Chungnam National University,KR,yes,1,"“Multifunctional Electrolyte Additive Bis(pentafluorocyclotriphosphazene)propanediol, for Next-Gen Lithium-Ion Batteries”",needs_review
A5083322974,Carlos Tafara Mpupuni,1,1,P0007,Chungnam National University,KR,yes,1,"“Multifunctional Electrolyte Additive Bis(pentafluorocyclotriphosphazene)propanediol, for Next-Gen Lithium-Ion Batteries”",needs_review
A5081990750,Jang Myoun Ko,1,1,P0007,Hanbat National University,KR,yes,1,"“Multifunctional Electrolyte Additive Bis(pentafluorocyclotriphosphazene)propanediol, for Next-Gen Lithium-Ion Batteries”",needs_review
A5059734794,Sung‐Soo Kim,1,1,P0007,Chungnam National University,KR,yes,1,"“Multifunctional Electrolyte Additive Bis(pentafluorocyclotriphosphazene)propanediol, for Next-Gen Lithium-Ion Batteries”",needs_review
A5084915481,Heetak Kim,1,1,P0007,Korea University,KR,yes,1,ROZK: An Energy-Efficient DNN Accelerator Based on Reconfigurable NoC and Local Zero-Skipping,needs_review
A5087615524,Sung‐Mi Kim,1,1,P0007,Catholic University of Korea; Eunpyeong Hospital; The Catholic University of Korea Eunpyeong St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5052328556,Hye Eun Yoon,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Seoul St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5008858574,Hanbi Lee,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Seoul St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5062071515,Eun Sil Koh,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Yeouido St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5101772537,Suyeon Hong,1,1,P0007,The Catholic University of Korea Uijeongbu St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5101723675,Donghyuk Kang,1,1,P0007,The Catholic University of Korea Bucheon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5013500328,Sojung Youn,1,1,P0007,The Catholic University of Korea Bucheon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5005792969,Bum-Soon Choi,1,1,P0007,Catholic University of Korea; Eunpyeong Hospital; The Catholic University of Korea Eunpyeong St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5088426138,Hyunglae Kim,1,1,P0007,Catholic University of Korea; Eunpyeong Hospital; The Catholic University of Korea Eunpyeong St. Mary's Hospital; The Catholic University of Korea St. Vincent's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5003301831,Sang Hun Eum,1,1,P0007,The Catholic University of Korea Incheon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5019034500,Yoon‐Kyung Chang,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Daejeon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5112061562,Hwajin Park,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Daejeon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5113112828,Suyeon Han,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Daejeon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5012374221,Yunkyeong Hwang,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Daejeon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5023134700,Yu Ah Hong,1,1,P0007,Catholic University of Korea; The Catholic University of Korea Daejeon St. Mary's Hospital,KR,yes,1,Association Between Age-Adjusted Global Glomerulosclerosis with Progression of Kidney Disease in Patients with Idiopathic Membranous Nephropathy,needs_review
A5088997284,Kyeongmook Oh,1,1,P0007,Korea Electronics Technology Institute,KR,yes,1,Approximate TMR-Based Six-Module High-Reliability Architecture for Sensor Data Processing,needs_review
A5109731174,Seo-Yeon Ahn,1,1,P0007,Chonnam National University Hwasun Hospital,KR,yes,1,Real-world insights into ATRA-based maintenance therapy and prognostic markers of relapse in acute promyelocytic leukemia,needs_review
A5058759251,Dong Hoon Shin,1,1,P0007,Seoul National University,KR,yes,1,ICONE11-36203 INSREC : INTEGRATED COMPUTATIONAL CODE FOR ASSESSING ENVIRONMENTAL EFFECTS FROM RADIATION AT NPP,needs_review
A5102890509,Young Wook Lee,1,1,P0007,Seoul National University,KR,yes,1,ICONE11-36203 INSREC : INTEGRATED COMPUTATIONAL CODE FOR ASSESSING ENVIRONMENTAL EFFECTS FROM RADIATION AT NPP,needs_review
A5024552133,Hyun Ko,1,1,P0007,Seoul National University,KR,yes,1,ICONE11-36203 INSREC : INTEGRATED COMPUTATIONAL CODE FOR ASSESSING ENVIRONMENTAL EFFECTS FROM RADIATION AT NPP,needs_review
A5021772155,Joo Hyun Moon,1,1,P0007,Seoul National University,KR,yes,1,ICONE11-36203 INSREC : INTEGRATED COMPUTATIONAL CODE FOR ASSESSING ENVIRONMENTAL EFFECTS FROM RADIATION AT NPP,needs_review
A5100815114,Chang Sun Kang,1,1,P0007,Seoul National University,KR,yes,1,ICONE11-36203 INSREC : INTEGRATED COMPUTATIONAL CODE FOR ASSESSING ENVIRONMENTAL EFFECTS FROM RADIATION AT NPP,needs_review
A5018343180,Yasuhiro Miyazawa,1,1,P0007,Seoul National University,KR,yes,1,Thick Origami–Based Design of a Compactly Stowable Deployable Wing,needs_review
A5121756271,Jinkyu Yang,1,1,P0007,Seoul National University,KR,yes,1,Thick Origami–Based Design of a Compactly Stowable Deployable Wing,needs_review
A5010383361,Hak-Tae Lee,1,1,P0007,Inha University,KR,yes,1,Thick Origami–Based Design of a Compactly Stowable Deployable Wing,needs_review
A5122707855,Wookjin Yang,1,1,P0007,Asan Medical Center,KR,yes,1,Abstract DP329: Impact of white matter hyperintensity burden on response to induced hypertension therapy in small vessel occlusion stroke with early neurological deterioration,needs_review
A5124246872,Keon Yeup Kim,1,1,P0007,Asan Medical Center,KR,yes,1,Abstract DP329: Impact of white matter hyperintensity burden on response to induced hypertension therapy in small vessel occlusion stroke with early neurological deterioration,needs_review
A5124279134,JEONG KYU LEE,1,1,P0007,Asan Medical Center,KR,yes,1,Abstract DP329: Impact of white matter hyperintensity burden on response to induced hypertension therapy in small vessel occlusion stroke with early neurological deterioration,needs_review
A5104160837,Hyunsun Oh,1,1,P0007,Asan Medical Center,KR,yes,1,Abstract DP329: Impact of white matter hyperintensity burden on response to induced hypertension therapy in small vessel occlusion stroke with early neurological deterioration,needs_review
A5101168618,Jeong Yoon Song,1,1,P0007,Asan Medical Center,KR,yes,1,Abstract DP329: Impact of white matter hyperintensity burden on response to induced hypertension therapy in small vessel occlusion stroke with early neurological deterioration,needs_review
A5062376894,Jun Young Chang,1,1,P0007,Asan Medical Center,KR,yes,1,Abstract DP329: Impact of white matter hyperintensity burden on response to induced hypertension therapy in small vessel occlusion stroke with early neurological deterioration,needs_review
A5124234137,Eung-Joon Lee,1,1,P0007,Seoul National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5047889959,Lee Jc,1,1,P0007,Korea University; Seoul National University; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Yeungnam University Medical Center,JP; KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5103071099,Jonguk Kim,1,1,P0007,Chonnam National University Hospital; Jeju National University Hospital; Seoul National University; Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5049261725,Nakhoon Kim,1,1,P0007,Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124209587,Do Yeon Kim,1,1,P0007,Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5013471175,Jihoon Kang,1,1,P0007,Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5042462110,Han Moon-Ku,1,1,P0007,Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5112668224,Jun Yup Kim,1,1,P0007,Chonnam National University Hospital; Jeju National University Hospital; Seoul National University; Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124155100,Kangho Choi,1,1,P0007,Chonnam National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5106527343,Joon-Tae Kim,1,1,P0007,Chonnam National University Hospital; Jeju National University Hospital; Seoul National University; Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5108151663,Hyunsoo Kim,1,1,P0007,Chonnam National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124186719,Man Seok Park,1,1,P0007,Chonnam National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124277867,Hee-Yun Chae,1,1,P0007,Chungbuk National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5108143797,Kyu Sun Yum,1,1,P0007,Chungbuk National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124161238,Dong Ick Shin,1,1,P0007,Chungbuk National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5102027920,Jung Hwa Seo,1,1,P0007,Dong-A University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124174830,Dae Hyun Kim,1,1,P0007,Dong-A University Hospital; Dongguk University Ilsan Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124177255,Jae-kwan Cha,1,1,P0007,Dong-A University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5010286822,Dong‐Seok Gwak,1,1,P0007,Dongguk University Ilsan Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124173013,Dong-Eog Kim,1,1,P0007,Dong-A University Hospital; Dongguk University Ilsan Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5063477750,J. Y. Park,1,1,P0007,"Daejeon Eulji Medical Center, Eulji University; The Catholic University of Korea Uijeongbu St. Mary's Hospital",KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124195856,Kyusik Kang,1,1,P0007,Eulji University; Eulji University Nowon Eulji Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5042177129,M. G. LEE,1,1,P0007,Hallym University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124183711,Mi-Sun Oh,1,1,P0007,Hallym University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5046239431,Byung‐Chul Lee,1,1,P0007,Hallym University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124186843,Hong-Kyun Park,1,1,P0007,Inje University Ilsan Paik Hospital; Keimyung University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5101757513,Yong Jin Cho,1,1,P0007,Inje University Ilsan Paik Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5108143794,Keun-Sik Hong,1,1,P0007,Inje University Ilsan Paik Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5061889562,Chul‐Hoo Kang,1,1,P0007,Jeju National University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124203101,Joonggoo Kim,1,1,P0007,Chonnam National University Hospital; Jeju National University Hospital; Seoul National University; Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5072472240,Jay Chol Choi,1,1,P0007,Jeju National University Hospital; Seoul Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124154064,Hyungjong Park,1,1,P0007,Inje University Ilsan Paik Hospital; Keimyung University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5039818244,Jeong‐Ho Hong,1,1,P0007,Keimyung University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5121779404,Sung-Il Sohn,1,1,P0007,Keimyung University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124289763,Tai Park,1,1,P0007,Seoul Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5070709501,S H Park,1,1,P0007,Seoul Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5091641332,Jin-Kyo Choi,1,1,P0007,Jeju National University Hospital; Seoul Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5112571679,Wook-Joo Kim,1,1,P0007,Ulsan University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124295204,Jee-hyun Kwon,1,1,P0007,Ulsan University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5090535491,Jeongyoon Lee,1,1,P0007,Korea University; Seoul National University; Soonchunhyang University; Soonchunhyang University Hospital Seoul; Yeungnam University Medical Center,JP; KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5108143793,Kyungbok Lee,1,1,P0007,Korea University Guro Hospital; Korea University Medical Center; Soonchunhyang University Hospital Seoul,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5039617038,Kyungmi Oh,1,1,P0007,Korea University Guro Hospital; Korea University Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5052165188,Chi Kyung Kim,1,1,P0007,Korea University Guro Hospital; Korea University Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124162138,Jung Hoon Han,1,1,P0007,Korea University Guro Hospital; Korea University Medical Center,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124171249,Keon-Joo Lee,1,1,P0007,Korea University Guro Hospital; Korea University Medical Center; Soonchunhyang University Hospital Seoul,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124153697,HaeBong Jeong,1,1,P0007,Chung-Ang University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124188727,Kwang-yeol Park,1,1,P0007,Chung-Ang University Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124175275,Joohon Sung,1,1,P0007,Korea National Institute of Health,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124275807,Soo-Ji Lee,1,1,P0007,Seoul National University,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5124189744,Jeeeun Kim,1,1,P0007,Chonnam National University Hospital; Jeju National University Hospital; Seoul National University; Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5108143798,Hee-Joon Bae,1,1,P0007,Seoul National University Bundang Hospital,KR,yes,1,Abstract A052: Trans-ancestry Validation of a European-Derived Polygenic Risk Score for Statin Response in Young Korean Ischemic Stroke Patients: Results from the GENE_YAS Study,needs_review
A5068077777,Chan-Hyuk Lee,1,1,P0007,Ulsan University Hospital,KR,yes,1,Association between intracranial arterial shear rate and neurological outcomes in acute middle cerebral artery occlusion and recanalization,needs_review
A5111080413,Man-Seok Park,1,1,P0007,Chonnam National University Hospital,KR,yes,1,Association between intracranial arterial shear rate and neurological outcomes in acute middle cerebral artery occlusion and recanalization,needs_review
